game_id,move_number,move_played,piece_type,best_move,cp_loss,move_category,fen_before,score_before,score_after
P1eGrlXh,30,Bg6,Bishop,Bg6,4,Good,r2qr1k1/ppbn1ppp/2p2n2/4p2b/4P1PN/1PP4P/PB1N1PB1/R3QRK1 b - - 0 15,-18,-14
P1eGrlXh,32,hxg6,Pawn,hxg6,9,Good,r2qr1k1/ppbn1ppp/2p2nN1/4p3/4P1P1/1PP4P/PB1N1PB1/R3QRK1 b - - 0 16,-50,-41
P1eGrlXh,34,b5,Pawn,b5,6,Good,r2qr1k1/ppbn1pp1/2p2np1/4p3/2N1P1P1/1PP4P/PB3PB1/R3QRK1 b - - 1 17,-124,-118
P1eGrlXh,36,Qe7,Queen,Nc5,46,Inaccuracy,r2qr1k1/p1bn1pp1/2p2np1/1p2p3/4P1P1/1PP1N2P/PB3PB1/R3QRK1 b - - 1 18,-108,-62
P1eGrlXh,38,a5,Pawn,Nf8,0,Good,r3r1k1/p1bnqpp1/2p2np1/1p2p3/4P1P1/1PP1N2P/PB3PB1/3RQRK1 b - - 3 19,-93,-93
P1eGrlXh,40,b4,Pawn,b4,4,Good,r3r1k1/2bnqpp1/2p2np1/pp2p3/2P1P1P1/1P2N2P/PB3PB1/3RQRK1 b - - 0 20,-197,-193
P1eGrlXh,42,Nc5,Knight,Nc5,-4,Good,r3r1k1/2bnqpp1/2p2np1/p3p3/1pP1P1P1/1P2N2P/PB2QPB1/3R1RK1 b - - 1 21,-179,-183
P1eGrlXh,44,Nh5,Knight,Nh5,-1,Good,r3r1k1/2b1qpp1/2p2np1/p1n1p1P1/1pP1P3/1P2N2P/PB2QPB1/3R1RK1 b - - 0 22,-242,-243
P1eGrlXh,46,Nf4,Knight,Nf4,-12,Good,r3r1k1/2b1qpp1/2p3p1/p1n1p1Pn/1pP1P2P/1P2N3/PB2QPB1/3R1RK1 b - - 0 23,-263,-275
P1eGrlXh,48,a4,Pawn,a4,-29,Good,r3r1k1/2b1qpp1/2p3p1/p1n1p1P1/1pP1PnQP/1P2N3/PB3PB1/3R1RK1 b - - 2 24,-269,-298
P1eGrlXh,50,gxf5,Pawn,gxf5,-4,Good,r3r1k1/2b1qpp1/2p3p1/2n1pNP1/ppP1PnQP/1P6/PB3PB1/3R1RK1 b - - 1 25,-341,-345
P1eGrlXh,52,axb3,Pawn,axb3,-14,Good,r3r1k1/2b1qpp1/2p5/2n1pPP1/ppP2nQP/1P6/PB3PB1/3R1RK1 b - - 0 26,-371,-385
P1eGrlXh,54,Ra2,Rook,Ra2,5,Good,r3r1k1/2b1qpp1/2p5/2n1pPP1/1pP2nQP/1P6/1B3PB1/3R1RK1 b - - 0 27,-355,-350
P1eGrlXh,56,Ne2+,Knight,Ne2+,-5,Good,4r1k1/2b1qpp1/2p5/2n1pPP1/1pP2nQP/1P6/r4PB1/2BR1RK1 b - - 2 28,-440,-445
P1eGrlXh,58,Nxc1,Knight,e4,92,Mistake,4r1k1/2b1qpp1/2p5/2n1pPP1/1pP3QP/1P6/r3nPB1/2BR1R1K b - - 4 29,-468,-376
P1eGrlXh,60,e4,Pawn,e4,-41,Good,4r1k1/2b1qpp1/2p5/2n1pPP1/1pP3QP/1P6/r4PB1/2R2R1K b - - 0 30,-421,-462
P1eGrlXh,62,Qe5,Queen,Nd3,72,Inaccuracy,4r1k1/2b1qpp1/2p5/2n2PP1/1pP1p1QP/1P6/r4PB1/2R1R2K b - - 1 31,-575,-503
P1eGrlXh,64,Nd3,Knight,Nd3,19,Good,4r1k1/2b2pp1/2p5/2n1qPP1/1pP1p1QP/1P6/r4PB1/2R1R1K1 b - - 3 32,-626,-607
q6BH0pAu,2,g6,Pawn,e5,16,Good,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,43,59
q6BH0pAu,4,Bg7,Bishop,d6,5,Good,rnbqkbnr/pppppp1p/6p1/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,70,75
q6BH0pAu,6,d6,Pawn,d6,-4,Good,rnbqk1nr/ppppppbp/6p1/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 2 3,59,55
q6BH0pAu,8,Nf6,Knight,Nf6,-6,Good,rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/4BN2/PPP2PPP/RN1QKB1R b KQkq - 1 4,63,57
q6BH0pAu,10,a6,Pawn,O-O,12,Good,rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/2N1BN2/PPP2PPP/R2QKB1R b KQkq - 3 5,63,75
q6BH0pAu,12,b5,Pawn,O-O,36,Inaccuracy,rnbqk2r/1pp1ppbp/p2p1np1/8/3PP3/2N1BN2/PPPQ1PPP/R3KB1R b KQkq - 1 6,94,130
q6BH0pAu,14,Bxh6,Bishop,O-O,-10,Good,rnbqk2r/2p1ppbp/p2p1npB/1p6/3PP3/2N2N2/PPPQ1PPP/R3KB1R b KQkq - 1 7,136,126
q6BH0pAu,16,b4,Pawn,b4,8,Good,rnbqk2r/2p1pp1p/p2p1npQ/1p6/3PP3/2N2N2/PPP2PPP/R3KB1R b KQkq - 0 8,118,126
q6BH0pAu,18,Nxd5,Knight,Nxd5,-25,Good,rnbqk2r/2p1pp1p/p2p1npQ/3N4/1p1PP3/5N2/PPP2PPP/R3KB1R b KQkq - 1 9,153,128
q6BH0pAu,20,Bb7,Bishop,Nd7,13,Good,rnbqk2r/2p1pp1p/p2p2pQ/3P4/1p1P4/5N2/PPP2PPP/R3KB1R b KQkq - 0 10,140,153
q6BH0pAu,22,Rf8,Rook,Kd7,81,Inaccuracy,rn1qk2r/1bp1ppQp/p2p2p1/3P4/1p1P4/5N2/PPP2PPP/R3KB1R b KQkq - 2 11,165,246
q6BH0pAu,24,Bxd5,Bishop,Nd7,-9,Good,rn1qkr2/1bp1ppQp/p2p2p1/3P2N1/1p1P4/8/PPP2PPP/R3KB1R b KQq - 4 12,261,252
q6BH0pAu,26,Nd7,Knight,Nd7,7,Good,rn1qkr2/2p1ppQN/p2p2p1/3b4/1p1P4/8/PPP2PPP/R3KB1R b KQq - 0 13,262,269
q6BH0pAu,28,Qb8,Queen,c6,73,Inaccuracy,r2qkr2/2pnppQN/p2p2p1/3b4/1p1P3P/8/PPP2PP1/R3KB1R b KQq - 0 14,233,306
q6BH0pAu,30,Qb6,Queen,Qb6,-9,Good,rq2kr2/2pnppQN/p2p2p1/3b3P/1p1P4/8/PPP2PP1/R3KB1R b KQq - 0 15,319,310
q6BH0pAu,32,O-O-O,King,fxg6,-8,Good,r3kr2/2pnppQN/pq1p2P1/3b4/1p1P4/8/PPP2PP1/R3KB1R b KQq - 0 16,361,353
q6BH0pAu,34,Rxf8,Rook,Rxf8,40,Inaccuracy,2kr1N2/2pnppQ1/pq1p2P1/3b4/1p1P4/8/PPP2PP1/R3KB1R b KQ - 0 17,359,399
q6BH0pAu,36,Rxh8,Rook,Rxh8,-2,Good,2k2r1R/2pnppQ1/pq1p2P1/3b4/1p1P4/8/PPP2PP1/R3KB2 b Q - 1 18,420,418
q6BH0pAu,38,Kb7,King,Kb7,1,Good,2k4Q/2pnpp2/pq1p2P1/3b4/1p1P4/8/PPP2PP1/R3KB2 b Q - 0 19,427,428
q6BH0pAu,40,Nf6,Knight,Nf6,14,Good,7Q/1kpnppP1/pq1p4/3b4/1p1P4/8/PPP2PP1/R3KB2 b Q - 0 20,425,439
q6BH0pAu,42,Qa5,Queen,b3,26,Good,7Q/1kp1ppP1/pq1p1n2/3b4/1p1P4/8/PPP2PP1/3RKB2 b - - 2 21,349,375
q6BH0pAu,44,Qxa2,Queen,Be4,40,Inaccuracy,7Q/1kp1ppP1/p2p1n2/q2b4/1p1P4/1P6/P1P2PP1/3RKB2 b - - 0 22,373,413
q6BH0pAu,46,Bxg2,Bishop,Qb2,-2,Good,7Q/1kp1ppP1/p2p1n2/3b4/1p1P4/1P1B4/q1P2PP1/3RK3 b - - 1 23,443,441
q6BH0pAu,48,Nxg8,Knight,Nxg8,-1,Good,6QQ/1kp1pp2/p2p1n2/8/1p1P4/1P1B4/q1P2Pb1/3RK3 b - - 0 24,433,432
q6BH0pAu,50,Bf3,Bishop,Bd5,46,Inaccuracy,6Q1/1kp1pp2/p2p4/8/1p1P4/1P1B4/q1P2Pb1/3RK3 b - - 0 25,437,483
q6BH0pAu,52,Bxd1,Bishop,Bc6,173,Mistake,8/1kp1pQ2/p2p4/8/1p1P4/1P1B1b2/q1P2P2/3RK3 b - - 0 26,467,640
q6BH0pAu,54,Qa1+,Queen,Qa1+,2,Good,8/1kp1pQ2/p2p4/8/1p1P4/1P1B4/q1P2P2/3K4 b - - 0 27,419,421
q6BH0pAu,56,Qxd4,Queen,Qxd4,5,Good,8/1kp1pQ2/p2p4/8/1p1P4/1P1B4/2P1KP2/q7 b - - 2 28,418,423
q6BH0pAu,58,d5,Pawn,d5,-19,Good,8/1kp1Q3/p2p4/8/1p1q4/1P1B4/2P1KP2/8 b - - 0 29,466,447
q6BH0pAu,60,c6,Pawn,c5,67,Inaccuracy,8/1kp5/p3Q3/3p4/1p1q4/1P1B4/2P1KP2/8 b - - 1 30,479,546
q6BH0pAu,62,Kb6,King,Ka8,31,Inaccuracy,8/1k2Q3/p1p5/3p4/1p1q4/1P1B4/2P1KP2/8 b - - 1 31,569,600
pkof2ynP,2,Nf6,Knight,d5,-6,Good,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,32,26
pkof2ynP,4,g6,Pawn,e6,18,Good,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,26,44
pkof2ynP,6,Bg7,Bishop,d5,3,Good,rnbqkb1r/pppppp1p/5np1/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,42,45
pkof2ynP,8,O-O,King,d6,2,Good,rnbqk2r/ppppppbp/5np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 4,57,59
pkof2ynP,10,d6,Pawn,d6,0,Good,rnbq1rk1/ppppppbp/5np1/8/2PPP3/2N5/PP2BPPP/R1BQK1NR b KQ - 2 5,62,62
pkof2ynP,12,e5,Pawn,e5,-1,Good,rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N2N2/PP2BPPP/R1BQK2R b KQ - 1 6,51,50
pkof2ynP,14,a5,Pawn,a5,-17,Good,rnbq1rk1/ppp2pbp/3p1np1/3Pp3/2P1P3/2N2N2/PP2BPPP/R1BQK2R b KQ - 0 7,61,44
pkof2ynP,16,h6,Pawn,h6,0,Good,rnbq1rk1/1pp2pbp/3p1np1/p2Pp1B1/2P1P3/2N2N2/PP2BPPP/R2QK2R b KQ - 1 8,59,59
pkof2ynP,18,Na6,Knight,Bd7,-13,Good,rnbq1rk1/1pp2pb1/3p1npp/p2Pp3/2P1P2B/2N2N2/PP2BPPP/R2QK2R b KQ - 1 9,34,21
pkof2ynP,20,Qe8,Queen,Bd7,-10,Good,r1bq1rk1/1pp2pb1/n2p1npp/p2Pp3/2P1P2B/2N5/PP1NBPPP/R2QK2R b KQ - 3 10,50,40
pkof2ynP,22,Bd7,Bishop,Bd7,2,Good,r1b1qrk1/1pp2pb1/n2p1npp/p2Pp3/2P1P2B/P1N5/1P1NBPPP/R2QK2R b KQ - 0 11,54,56
pkof2ynP,24,Nh7,Knight,Nxe4,38,Inaccuracy,r3qrk1/1ppb1pb1/n2p1npp/p2Pp3/2P1P2B/PPN5/3NBPPP/R2QK2R b KQ - 0 12,-3,35
pkof2ynP,26,h5,Pawn,h5,1,Good,r3qrk1/1ppb1pbn/n2p2pp/p2Pp3/2P1P2B/PPN5/3NBPPP/R2Q1RK1 b - - 2 13,31,32
pkof2ynP,28,Bf6,Bishop,Bf6,-4,Good,r3qrk1/1ppb1pbn/n2p2p1/p2Pp2p/2P1P2B/PPN2P2/3NB1PP/R2Q1RK1 b - - 0 14,30,26
pkof2ynP,30,h4,Pawn,Bg5,5,Good,r3qrk1/1ppb1p1n/n2p1bp1/p2Pp2p/2P1P3/PPN2P2/3NBBPP/R2Q1RK1 b - - 2 15,20,25
pkof2ynP,32,h3,Pawn,Bg5,13,Good,r3qrk1/1ppb1p1n/n2p1bp1/p2Pp3/2P1P2p/PPN2P2/3NBBPP/1R1Q1RK1 b - - 1 16,30,43
pkof2ynP,34,Bg5,Bishop,Qe7,-2,Good,r3qrk1/1ppb1p1n/n2p1bp1/p2Pp3/2P1P3/PPN2PPp/3NBB1P/1R1Q1RK1 b - - 0 17,38,36
pkof2ynP,36,axb4,Pawn,axb4,14,Good,r3qrk1/1ppb1p1n/n2p2p1/p2Pp1b1/1PP1P3/P1N2PPp/3NBB1P/1R1Q1RK1 b - - 0 18,37,51
pkof2ynP,38,b6,Pawn,Qe7,48,Inaccuracy,r3qrk1/1ppb1p1n/n2p2p1/3Pp1b1/1PP1P3/2N2PPp/3NBB1P/1R1Q1RK1 b - - 0 19,42,90
pkof2ynP,40,f5,Pawn,f5,19,Good,r3qrk1/2pb1p1n/np1p2p1/3Pp1b1/1PP1P3/2N2PPp/2QNBB1P/1R3RK1 b - - 1 20,81,100
pkof2ynP,42,Qe7,Queen,Nf6,21,Good,r3qrk1/2pb3n/np1p2p1/3Pppb1/1PP1P3/2N2PPp/2QNBB1P/1R3R1K b - - 1 21,67,88
pkof2ynP,44,Nf6,Knight,Bh6,32,Inaccuracy,r4rk1/2pbq2n/np1p2p1/3Pppb1/1PP1P3/2N2PPp/2QNB2P/1R3RBK b - - 3 22,57,89
pkof2ynP,46,f4,Pawn,Qg7,149,Mistake,r4rk1/2pbq3/np1p1np1/3Pppb1/1PP1P3/2NB1PPp/2QN3P/1R3RBK b - - 5 23,27,176
pkof2ynP,48,Nxg4,Knight,Bh4,106,Mistake,r4rk1/2pbq3/np1p1np1/3Pp1b1/1PP1PpP1/2NB1P1p/2QN3P/1R3RBK b - - 0 24,164,270
pkof2ynP,50,Bxg4,Bishop,Bxg4,-27,Good,r4rk1/2pbq3/np1p2p1/3Pp1b1/1PP1PpP1/2NB3p/2QN3P/1R3RBK b - - 0 25,247,220
pkof2ynP,52,Bf6,Bishop,Qh7,40,Inaccuracy,r4rk1/2p1q3/np1p2p1/3Pp1b1/1PP1Ppb1/2NB1N1p/2Q4P/1R3RBK b - - 1 26,189,229
pkof2ynP,54,Bd7,Bishop,Qh7,42,Inaccuracy,r4rk1/2p1q3/np1p1bp1/3Pp3/1PP1Ppb1/2N2N1p/2Q1B2P/1R3RBK b - - 3 27,228,270
pkof2ynP,56,bxc5,Pawn,bxc5,-2,Good,r4rk1/2pbq3/np1p1bp1/2PPp3/1P2Pp2/2N2N1p/2Q1B2P/1R3RBK b - - 0 28,110,108
pkof2ynP,58,Nxc5,Knight,g5,99,Mistake,r4rk1/2pbq3/n2p1bp1/2PPp3/4Pp2/2N2N1p/2Q1B2P/1R3RBK b - - 0 29,114,213
pkof2ynP,60,dxc5,Pawn,dxc5,3,Good,r4rk1/2pbq3/3p1bp1/2BPp3/4Pp2/2N2N1p/2Q1B2P/1R3R1K b - - 0 30,218,221
pkof2ynP,62,Kg7,King,Kg7,10,Good,r4rk1/2pbq3/5bp1/2pPp3/4Pp2/2N2N1p/2Q1B2P/1R4RK b - - 1 31,205,215
pkof2ynP,64,Bc8,Bishop,Bxb5,8,Good,r4r2/2pbq1k1/5bp1/1BpPp3/4Pp2/2N2N1p/2Q4P/1R4RK b - - 3 32,217,225
pkof2ynP,66,g5,Pawn,Bh4,34,Inaccuracy,r1b2r2/2p1q1k1/5bp1/1BpPp3/4Pp2/2N4p/2QN3P/1R4RK b - - 5 33,214,248
pkof2ynP,68,Rh8,Rook,c4,69,Inaccuracy,r1b2r2/2p1q1k1/5b2/2pPp1p1/4Pp2/2N4p/2QNB2P/1R4RK b - - 1 34,222,291
pkof2ynP,70,Rh4,Rook,Bxg4,130,Mistake,r1b4r/2p1q1k1/5b2/2pPp1p1/4PpB1/2N4p/2QN3P/1R4RK b - - 3 35,195,325
pkof2ynP,72,Rxc8,Rook,Rxc8,-16,Good,r1B5/2p1q1k1/5b2/2pPp1p1/4Pp1r/2N4p/2QN3P/1R4RK b - - 0 36,353,337
pkof2ynP,74,Rh5,Rook,Rh5,1,Good,2r5/2p1q1k1/5b2/2pPp1p1/4Pp1r/2N2N1p/2Q4P/1R4RK b - - 1 37,345,346
pkof2ynP,76,Kh6,King,Ra8,60,Inaccuracy,2r5/2p1q1k1/5b2/2pPp1pr/4Pp2/2N2N1p/4Q2P/1R4RK b - - 3 38,322,382
pkof2ynP,78,Qd7,Queen,Ra8,40,Inaccuracy,2r5/2p1q3/5b1k/2pPp1pr/4Pp2/5N1p/4Q2P/1R1N2RK b - - 5 39,373,413
pkof2ynP,80,Re8,Rook,Qd6,41,Inaccuracy,2r5/2pq4/5b1k/2pPp1pr/4Pp2/5N1p/4QN1P/1R4RK b - - 7 40,456,497
pkof2ynP,82,Kg6,King,Kg6,48,Inaccuracy,4r3/2pq4/5b1k/2pPp1pr/4PpN1/5N1p/4Q2P/1R4RK b - - 9 41,505,553
pkof2ynP,84,Kxf6,King,Kxf6,-15,Good,4r3/2pq4/5Nk1/2pPp1pr/4Pp2/5N1p/4Q2P/1R4RK b - - 0 42,475,460
pkof2ynP,86,Qh7,Queen,Qd6,5,Good,4r3/2pq4/5k2/2pPN1pr/4Pp2/7p/4Q2P/1R4RK b - - 0 43,447,452
pkof2ynP,88,Kf7,King,Kf7,-9,Good,4r3/2p4q/5k2/2pP2pr/4PpN1/7p/4Q2P/1R4RK b - - 2 44,446,437
pkof2ynP,90,Qf5,Queen,Qf5,24,Good,4r3/2p2k1q/8/2pPP1pr/5pN1/7p/4Q2P/1R4RK b - - 0 45,412,436
pkof2ynP,92,Kg7,King,Kf8,-25,Good,4r3/2p2k2/4P3/2pP1qpr/5pN1/7p/4Q2P/1R4RK b - - 0 46,439,414
pkof2ynP,94,Qxe5,Queen,Qxe5,-28,Good,4r3/2p3k1/4P3/2pPQqpr/5pN1/7p/7P/1R4RK b - - 2 47,386,358
pkof2ynP,96,Kf6,King,Rd8,9,Good,4r3/2p3k1/4P3/2pPN1pr/5p2/7p/7P/1R4RK b - - 0 48,390,399
pkof2ynP,98,Kf5,King,Kf5,0,Good,4r3/2p5/4Pk2/2pP2pr/5pN1/7p/7P/1R4RK b - - 2 49,398,398
pkof2ynP,100,Rh7,Rook,Rh7,1,Good,4r3/1Rp5/4P3/2pP1kpr/5pN1/7p/7P/6RK b - - 4 50,367,368
pkof2ynP,102,Rxe6,Rook,Rhh8,83,Inaccuracy,4r3/1Rp4r/3PP3/2p2kp1/5pN1/7p/7P/6RK b - - 0 51,344,427
pkof2ynP,104,Rh8,Rook,Rh8,18,Good,8/1RP4r/4r3/2p2kp1/5pN1/7p/7P/6RK b - - 0 52,413,431
pkof2ynP,106,Ree8,Rook,Ree8,-10,Good,1R5r/2P5/4r3/2p2kp1/5pN1/7p/7P/6RK b - - 2 53,446,436
pkof2ynP,108,Rc8,Rook,Rc8,33,Inaccuracy,4r2r/2P5/1R6/2p2kp1/5pN1/7p/7P/6RK b - - 4 54,389,422
pkof2ynP,110,Ke4,King,Ke4,16,Good,2r4r/2P5/5R2/2p2kp1/5pN1/7p/7P/6RK b - - 6 55,343,359
pkof2ynP,112,Kf3,King,Kd3,52,Inaccuracy,2r4r/2P5/5R2/2p3p1/4kpN1/7p/7P/4R2K b - - 8 56,386,438
pkof2ynP,114,Kxg4,King,Kxg4,15,Good,2r4r/2P1R3/5R2/2p3p1/5pN1/5k1p/7P/7K b - - 10 57,-25,-10
pkof2ynP,116,Rhe8,Rook,Kf3,151,Mistake,2r4r/2P1R3/6R1/2p3p1/5pk1/7p/7P/7K b - - 1 58,-162,-11
pkof2ynP,118,Rxe7,Rook,Rxe7,22,Good,2r1r3/2P1R1R1/8/2p3p1/5pk1/7p/7P/7K b - - 3 59,-571,-549
pkof2ynP,120,c4,Pawn,Kf3,-62,Good,2r5/2P1R3/8/2p3p1/5pk1/7p/7P/7K b - - 0 60,-537,-599
pkof2ynP,122,c3,Pawn,c3,2,Good,2r5/2P1R3/8/6p1/2p2pk1/7p/7P/6K1 b - - 1 61,-786,-784
pkof2ynP,124,Rxc7,Rook,Rxc7,-71,Good,2r5/2P5/8/6p1/5pk1/2p4p/4R2P/6K1 b - - 1 62,-816,-887
pkof2ynP,126,Kf3,King,Kf3,-8,Good,8/2r5/8/6p1/5pk1/2p4p/2R4P/6K1 b - - 1 63,-905,-913
pkof2ynP,128,Ke3,King,Rc5,221,Blunder,8/2r5/8/6p1/5p2/2p2k1p/2R4P/5K2 b - - 3 64,-942,-721
pkof2ynP,130,Kd3,King,Rc5,130,Mistake,8/2r5/8/6p1/5p2/2p1k2p/2R4P/4K3 b - - 5 65,-936,-806
pkof2ynP,132,Re7,Rook,f3,307,Blunder,8/2r5/8/6p1/5p2/2pk3p/2R4P/3K4 b - - 7 66,-958,-651
pkof2ynP,134,c2+,Pawn,Re2,24,Good,8/4r3/8/6p1/5p2/2pk3p/7P/2RK4 b - - 9 67,-973,-949
pkof2ynP,136,Re1+,Rook,Re1+,-75,Good,8/4r3/8/6p1/5p2/3k3p/2R4P/3K4 b - - 0 68,-1420,-1495
pkof2ynP,138,Kxc2,King,Kxc2,8,Good,8/8/8/6p1/5p2/3k3p/2R4P/4K3 b - - 0 69,-1368,-1360
HlcLZNpG,2,e5,Pawn,c5,11,Good,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,32,43
HlcLZNpG,4,Nc6,Knight,Nc6,-4,Good,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,40,36
HlcLZNpG,6,a6,Pawn,a6,3,Good,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,36,39
HlcLZNpG,8,Nge7,Knight,Nf6,37,Inaccuracy,r1bqkbnr/1ppp1ppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4,29,66
HlcLZNpG,10,g6,Pawn,Ng6,19,Good,r1bqkb1r/1pppnppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 3 5,30,49
HlcLZNpG,12,Bg7,Bishop,Bg7,-4,Good,r1bqkb1r/1pppnp1p/p1n3p1/4p3/B3P3/2P2N2/PP1P1PPP/RNBQ1RK1 b kq - 0 6,57,53
HlcLZNpG,14,exd4,Pawn,exd4,-1,Good,r1bqk2r/1pppnpbp/p1n3p1/4p3/B2PP3/2P2N2/PP3PPP/RNBQ1RK1 b kq - 0 7,58,57
HlcLZNpG,16,b5,Pawn,O-O,4,Good,r1bqk2r/1pppnpbp/p1n3p1/8/B2PP3/5N2/PP3PPP/RNBQ1RK1 b kq - 0 8,60,64
HlcLZNpG,18,d6,Pawn,d5,3,Good,r1bqk2r/2ppnpbp/p1n3p1/1p6/3PP3/5N2/PPB2PPP/RNBQ1RK1 b kq - 1 9,60,63
HlcLZNpG,20,O-O,King,Nb4,13,Good,r1bqk2r/2p1npbp/p1np2p1/1p6/3PP3/5N1P/PPB2PP1/RNBQ1RK1 b kq - 0 10,81,94
HlcLZNpG,22,Bb7,Bishop,f5,-20,Good,r1bq1rk1/2p1npbp/p1np2p1/1p6/3PP3/2N2N1P/PPB2PP1/R1BQ1RK1 b - - 2 11,113,93
HlcLZNpG,24,Na5,Knight,Na5,13,Good,r2q1rk1/1bp1npbp/p1np2p1/1p6/3PPB2/2N2N1P/PPB2PP1/R2Q1RK1 b - - 4 12,89,102
HlcLZNpG,26,Nc4,Knight,Rc8,0,Good,r2q1rk1/1bp1npbp/p2p2p1/np6/3PPB2/2N2N1P/PPB2PP1/1R1Q1RK1 b - - 6 13,66,66
HlcLZNpG,28,f5,Pawn,f5,4,Good,r2q1rk1/1bp1npbp/p2p2p1/1p6/2nPPB2/2N2N1P/PPB2PP1/1RQ2RK1 b - - 8 14,24,28
HlcLZNpG,30,fxe4,Pawn,Qd7,5,Good,r2q1rk1/1bp1n1bp/p2p2p1/1p3p2/2nPPB2/2N2N1P/PPB2PP1/1RQ1R1K1 b - - 1 15,30,35
HlcLZNpG,32,Bxe4,Bishop,Bxe4,3,Good,r2q1rk1/1bp1n1bp/p2p2p1/1p6/2nPBB2/2N2N1P/PP3PP1/1RQ1R1K1 b - - 0 16,30,33
HlcLZNpG,34,Qd7,Queen,Nf5,-15,Good,r2q1rk1/2p1n1bp/p2p2p1/1p6/2nPRB2/2N2N1P/PP3PP1/1RQ3K1 b - - 0 17,29,14
HlcLZNpG,36,Nb6,Knight,Nb6,-4,Good,r4rk1/2pqn1bp/p2p2p1/1p6/2nPRB2/1PN2N1P/P4PP1/1RQ3K1 b - - 0 18,-15,-19
HlcLZNpG,38,Ned5,Knight,Nf5,31,Inaccuracy,r4rk1/2pqn1bp/pn1p2p1/1p4B1/3PR3/1PN2N1P/P4PP1/1RQ3K1 b - - 2 19,-16,15
HlcLZNpG,40,Nxd5,Knight,Nxd5,3,Good,r4rk1/2pq2bp/pn1p2p1/1p1N2B1/3PR3/1P3N1P/P4PP1/1RQ3K1 b - - 0 20,6,9
HlcLZNpG,42,Rae8,Rook,a5,12,Good,r4rk1/2pq2bp/p2p2p1/1p1n2B1/3PR3/1P3N1P/P4PP1/1R2Q1K1 b - - 1 21,13,25
HlcLZNpG,44,b4,Pawn,b4,8,Good,4rrk1/2pq2bp/p2p2p1/1p1n2B1/3PR3/1P3N1P/P4PP1/2R1Q1K1 b - - 3 22,0,8
HlcLZNpG,46,a5,Pawn,Qb5,30,Inaccuracy,4rrk1/2pq2bp/p2p2p1/3n4/1p1PR3/1P3N1P/P2B1PP1/2R1Q1K1 b - - 1 23,11,41
HlcLZNpG,48,Rxe4,Rook,Rxe4,-14,Good,4rrk1/2pq2bp/3p2p1/p2n4/1p1PR3/1P3N1P/P2BQPP1/2R3K1 b - - 1 24,25,11
HlcLZNpG,50,Qf5,Queen,Qf5,-3,Good,5rk1/2pq2bp/3p2p1/p2n4/1p1PQ3/1P3N1P/P2B1PP1/2R3K1 b - - 0 25,10,7
HlcLZNpG,52,h6,Pawn,Kh8,-3,Good,5rk1/2p3bp/3p2p1/p2n1q2/1p1P4/1P3N1P/P2BQPP1/2R3K1 b - - 2 26,18,15
HlcLZNpG,54,Kh7,King,Rf7,0,Good,5rk1/2p3b1/3p2pp/p2n1q2/1pQP4/1P3N1P/P2B1PP1/2R3K1 b - - 1 27,0,0
HlcLZNpG,56,Qf7,Queen,Bf6,0,Good,5r2/2p3bk/3p2pp/p2n1q2/1pQP4/1P3N1P/P2B1PP1/4R1K1 b - - 3 28,0,0
HlcLZNpG,58,Kg8,King,Qf5,18,Good,5r2/2p2qbk/3p2pp/p2n4/1pQP3P/1P3N2/P2B1PP1/4R1K1 b - - 0 29,0,18
HlcLZNpG,60,Qf5,Queen,Qf5,-8,Good,5rk1/2p2qb1/3p2pp/p2n4/1p1P3P/1P1Q1N2/P2B1PP1/4R1K1 b - - 2 30,0,-8
HlcLZNpG,62,Qf7,Queen,Kh7,27,Good,5rk1/2p3b1/3p2pp/p2n1q2/1pQP3P/1P3N2/P2B1PP1/4R1K1 b - - 4 31,0,27
HlcLZNpG,64,Nf6,Knight,Kh7,93,Mistake,5rk1/2p2qb1/3p2pp/p2n4/1p1P3P/1P3N2/P2BQPP1/4R1K1 b - - 6 32,0,93
HlcLZNpG,66,Re8,Rook,Kh7,-10,Good,5rk1/2p2qb1/3p1npp/p7/1p1P1B1P/1P3N2/P3QPP1/4R1K1 b - - 8 33,0,-10
